2025-11-02 03:58:46,460 | INFO | === START: INGEST ===
2025-11-02 14:14:01,129 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 14:14:01,148 | INFO | Appointments file loaded: 1025 rows
2025-11-02 14:14:01,148 | INFO | === END: INGEST ===
2025-11-02 14:14:01,149 | INFO | === START: INGEST ===
2025-11-02 14:14:01,149 | INFO | Reading doctors file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 14:14:01,154 | INFO | Doctors file loaded: 5 rows
2025-11-02 14:14:01,154 | INFO | Reading appointments file from: /Users/youngeddieb/PycharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 14:14:01,173 | INFO | Appointments file loaded: 1025 rows
2025-11-02 14:14:01,173 | INFO | === END: INGEST ===
2025-11-02 14:14:01,295 | INFO | === START: INGEST ===
2025-11-02 14:14:01,295 | INFO | Reading doctors file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Enginner's Doctors Excel - VIP Medical Group.xlsx
2025-11-02 14:14:01,305 | INFO | Doctors file loaded: 5 rows
2025-11-02 14:14:01,305 | INFO | Reading appointments file from: /Users/youngeddieb/PyCharmProjects/BI-Analytics/BI-Analytics/Pipeline/datasets/Data Engineer's Appointments Excel - VIP Medical Group.xlsx
2025-11-02 14:14:01,332 | INFO | Appointments file loaded: 1025 rows
2025-11-02 14:14:01,333 | INFO | === END: INGEST ===
2025-11-02 14:14:01,333 | INFO | Transforming doctors dataset...
2025-11-02 14:14:01,334 | INFO | Doctors cleaned: 5 rows
2025-11-02 14:14:01,334 | INFO | Transforming appointments dataset...
2025-11-02 14:14:01,337 | INFO | Dates normalized to YYYY-MM-DD format
2025-11-02 14:14:01,337 | INFO | Status values standardized
